frame,timestamp_sec,pixel_height,frame_height,detected
819,34.159,187.4,1080,Yes
820,34.201,70.1,1080,Yes
821,34.243,3.3,1080,Yes
822,34.284,9.5,1080,Yes
823,34.326,62.2,1080,Yes
824,34.368,96.0,1080,Yes
825,34.409,267.0,1080,Yes
826,34.451,293.1,1080,Yes
827,34.493,211.7,1080,Yes
828,34.534,93.0,1080,Yes
829,34.576,12.2,1080,Yes
830,34.618,19.2,1080,Yes
831,34.660,27.7,1080,Yes
832,34.701,90.4,1080,Yes
833,34.743,191.0,1080,Yes
834,34.785,257.5,1080,Yes
835,34.826,221.8,1080,Yes
836,34.868,265.0,1080,Yes
837,34.910,34.0,1080,Yes
838,34.952,16.2,1080,Yes
839,34.993,0.6,1080,Yes
840,35.035,77.9,1080,Yes
841,35.077,185.7,1080,Yes
842,35.118,251.9,1080,Yes
843,35.160,285.8,1080,Yes
844,35.202,223.3,1080,Yes
845,35.244,92.6,1080,Yes
846,35.285,18.3,1080,Yes
847,35.327,0.2,1080,Yes
848,35.369,33.9,1080,Yes
849,35.410,96.7,1080,Yes
850,35.452,200.6,1080,Yes
851,35.494,249.2,1080,Yes
852,35.535,220.9,1080,Yes
853,35.577,123.1,1080,Yes
854,35.619,45.3,1080,Yes
855,35.661,18.9,1080,Yes
856,35.702,8.1,1080,Yes
857,35.744,87.3,1080,Yes
858,35.786,198.1,1080,Yes
859,35.827,245.4,1080,Yes
860,35.869,268.9,1080,Yes
861,35.911,155.4,1080,Yes
862,35.953,55.7,1080,Yes
863,35.994,0.6,1080,Yes
864,36.036,2.2,1080,Yes
865,36.078,48.0,1080,Yes
866,36.119,91.9,1080,Yes
867,36.161,210.6,1080,Yes
868,36.203,243.9,1080,Yes
869,36.245,207.1,1080,Yes
870,36.286,87.4,1080,Yes
871,36.328,7.0,1080,Yes
872,36.370,58.0,1080,Yes
873,36.411,25.4,1080,Yes
874,36.453,59.9,1080,Yes
875,36.495,167.1,1080,Yes
876,36.536,242.5,1080,Yes
877,36.578,271.8,1080,Yes
878,36.620,213.5,1080,Yes
879,36.662,80.9,1080,Yes
880,36.703,3.3,1080,Yes
881,36.745,31.7,1080,Yes
882,36.787,10.9,1080,Yes
883,36.828,47.0,1080,Yes
884,36.870,99.3,1080,Yes
885,36.912,222.1,1080,Yes
886,36.954,261.3,1080,Yes
887,36.995,209.6,1080,Yes
888,37.037,274.5,1080,Yes
889,37.079,3.3,1080,Yes
890,37.120,37.3,1080,Yes
891,37.162,11.3,1080,Yes
892,37.204,86.8,1080,Yes
893,37.246,194.6,1080,Yes
894,37.287,261.3,1080,Yes
895,37.329,279.1,1080,Yes
896,37.371,231.7,1080,Yes
897,37.412,101.9,1080,Yes
898,37.454,23.5,1080,Yes
899,37.496,6.2,1080,Yes
900,37.537,5.5,1080,Yes
901,37.579,62.3,1080,Yes
902,37.621,121.8,1080,Yes
903,37.663,239.5,1080,Yes
904,37.704,299.1,1080,Yes
905,37.746,243.0,1080,Yes
906,37.788,117.2,1080,Yes
907,37.829,16.8,1080,Yes
908,37.871,0.7,1080,Yes
909,37.913,52.9,1080,Yes
910,37.955,117.0,1080,Yes
911,37.996,188.6,1080,Yes
912,38.038,316.5,1080,Yes
913,38.080,290.3,1080,Yes
914,38.121,246.5,1080,Yes
915,38.163,93.9,1080,Yes
916,38.205,0.6,1080,Yes
917,38.247,12.1,1080,Yes
918,38.288,38.5,1080,Yes
919,38.330,96.3,1080,Yes
920,38.372,185.1,1080,Yes
921,38.413,262.1,1080,Yes
922,38.455,255.0,1080,Yes
923,38.497,145.9,1080,Yes
924,38.538,37.0,1080,Yes
925,38.580,27.8,1080,Yes
926,38.622,17.4,1080,Yes
927,38.664,49.0,1080,Yes
928,38.705,147.5,1080,Yes
929,38.747,219.8,1080,Yes
930,38.789,259.1,1080,Yes
931,38.830,207.6,1080,Yes
932,38.872,81.8,1080,Yes
933,38.914,14.6,1080,Yes
934,38.956,48.7,1080,Yes
935,38.997,36.8,1080,Yes
936,39.039,44.8,1080,Yes
937,39.081,99.8,1080,Yes
938,39.122,214.4,1080,Yes
939,39.164,237.9,1080,Yes
940,39.206,152.1,1080,Yes
941,39.248,25.6,1080,Yes
942,39.289,44.7,1080,Yes
943,39.331,37.4,1080,Yes
944,39.373,25.0,1080,Yes
945,39.414,89.4,1080,Yes
946,39.456,237.1,1080,Yes
947,39.498,261.2,1080,Yes
948,39.539,211.5,1080,Yes
949,39.581,118.4,1080,Yes
950,39.623,21.4,1080,Yes
951,39.665,37.6,1080,Yes
952,39.706,29.2,1080,Yes
953,39.748,22.8,1080,Yes
954,39.790,68.7,1080,Yes
955,39.831,189.7,1080,Yes
956,39.873,207.3,1080,Yes
957,39.915,219.7,1080,Yes
958,39.957,117.0,1080,Yes
959,39.998,14.3,1080,Yes
960,40.040,36.4,1080,Yes
961,40.082,5.2,1080,Yes
962,40.123,69.3,1080,Yes
963,40.165,172.6,1080,Yes
964,40.207,231.3,1080,Yes
965,40.249,272.0,1080,Yes
966,40.290,221.8,1080,Yes
967,40.332,96.8,1080,Yes
968,40.374,3.0,1080,Yes
969,40.415,25.0,1080,Yes
970,40.457,8.0,1080,Yes
971,40.499,56.7,1080,Yes
972,40.540,121.8,1080,Yes
973,40.582,216.2,1080,Yes
974,40.624,288.3,1080,Yes
975,40.666,180.6,1080,Yes
976,40.707,74.5,1080,Yes
977,40.749,10.3,1080,Yes
978,40.791,30.4,1080,Yes
979,40.832,17.6,1080,Yes
980,40.874,85.9,1080,Yes
981,40.916,188.8,1080,Yes
982,40.958,253.1,1080,Yes
983,40.999,273.6,1080,Yes
984,41.041,192.5,1080,Yes
985,41.083,74.4,1080,Yes
986,41.124,2.9,1080,Yes
987,41.166,11.5,1080,Yes
988,41.208,36.6,1080,Yes
989,41.250,87.5,1080,Yes
990,41.291,187.6,1080,Yes
991,41.333,235.6,1080,Yes
992,41.375,249.5,1080,Yes
993,41.416,157.9,1080,Yes
994,41.458,233.3,1080,Yes
995,41.500,5.4,1080,Yes
996,41.541,6.0,1080,Yes
997,41.583,64.6,1080,Yes
998,41.625,178.2,1080,Yes
999,41.667,258.9,1080,Yes
1000,41.708,294.3,1080,Yes
1001,41.750,242.9,1080,Yes
1002,41.792,117.0,1080,Yes
1003,41.833,13.5,1080,Yes
1004,41.875,13.4,1080,Yes
1005,41.917,1.4,1080,Yes
1006,41.959,72.4,1080,Yes
1007,42.000,140.4,1080,Yes
1008,42.042,242.7,1080,Yes
1009,42.084,291.6,1080,Yes
1010,42.125,229.6,1080,Yes
1011,42.167,81.3,1080,Yes
1012,42.209,2.8,1080,Yes
1013,42.251,2.8,1080,Yes
1014,42.292,56.1,1080,Yes
1015,42.334,167.4,1080,Yes
1016,42.376,250.8,1080,Yes
1017,42.417,282.5,1080,Yes
1018,42.459,249.2,1080,Yes
1019,42.501,153.2,1080,Yes
1020,42.542,43.9,1080,Yes
1021,42.584,4.5,1080,Yes
1022,42.626,15.8,1080,Yes
1023,42.668,87.5,1080,Yes
1024,42.709,166.5,1080,Yes
1025,42.751,263.8,1080,Yes
1026,42.793,297.3,1080,Yes
1027,42.834,188.9,1080,Yes
1028,42.876,77.3,1080,Yes
1029,42.918,1.5,1080,Yes
1030,42.960,6.9,1080,Yes
1031,43.001,79.0,1080,Yes
1032,43.043,186.9,1080,Yes
1033,43.085,237.6,1080,Yes
1034,43.126,257.6,1080,Yes
1035,43.168,255.9,1080,Yes
1036,43.210,59.6,1080,Yes
1037,43.252,13.2,1080,Yes
1038,43.293,13.9,1080,Yes
1039,43.335,41.0,1080,Yes
1040,43.377,51.4,1080,Yes
1041,43.418,197.4,1080,Yes
1042,43.460,235.6,1080,Yes
1043,43.502,177.8,1080,Yes
1044,43.543,91.4,1080,Yes
1045,43.585,2.4,1080,Yes
1046,43.627,14.7,1080,Yes
1047,43.669,37.8,1080,Yes
1048,43.710,97.7,1080,Yes
1049,43.752,238.0,1080,Yes
1050,43.794,261.9,1080,Yes
1051,43.835,199.2,1080,Yes
1052,43.877,108.5,1080,Yes
1053,43.919,24.3,1080,Yes
1054,43.961,0.4,1080,Yes
1055,44.002,21.7,1080,Yes
1056,44.044,84.9,1080,Yes
1057,44.086,181.2,1080,Yes
1058,44.127,246.9,1080,Yes
1059,44.169,217.2,1080,Yes
1060,44.211,29.4,1080,Yes
1061,44.253,19.3,1080,Yes
1062,44.294,10.2,1080,Yes
1063,44.336,207.3,1080,Yes
1064,44.378,237.5,1080,Yes
1065,44.419,253.3,1080,Yes
1066,44.461,235.3,1080,Yes
1067,44.503,139.9,1080,Yes
1068,44.544,27.1,1080,Yes
1069,44.586,11.0,1080,Yes
1070,44.628,1.4,1080,Yes
1071,44.670,72.2,1080,Yes
1072,44.711,156.4,1080,Yes
1073,44.753,243.1,1080,Yes
1074,44.795,276.9,1080,Yes
1075,44.836,151.1,1080,Yes
1076,44.878,40.9,1080,Yes
1077,44.920,8.1,1080,Yes
1078,44.962,2.0,1080,Yes
1079,45.003,237.2,1080,Yes
1080,45.045,229.4,1080,Yes
1081,45.087,252.1,1080,Yes
1082,45.128,246.7,1080,Yes
1083,45.170,169.3,1080,Yes
1084,45.212,43.3,1080,Yes
1085,45.254,23.5,1080,Yes
1086,45.295,23.0,1080,Yes
1087,45.337,19.0,1080,Yes
1088,45.379,36.8,1080,Yes
1089,45.420,116.5,1080,Yes
1090,45.462,215.6,1080,Yes
1091,45.504,252.4,1080,Yes
1092,45.545,187.3,1080,Yes
1093,45.587,78.0,1080,Yes
1094,45.629,9.6,1080,Yes
1095,45.671,16.9,1080,Yes
1096,45.712,38.5,1080,Yes
1097,45.754,184.0,1080,Yes
1098,45.796,222.3,1080,Yes
1099,45.837,257.6,1080,Yes
1100,45.879,99.3,1080,Yes
1101,45.921,7.0,1080,Yes
1102,45.963,9.0,1080,Yes
1103,46.004,17.5,1080,Yes
1104,46.046,82.8,1080,Yes
1105,46.088,177.1,1080,Yes
1106,46.129,253.7,1080,Yes
1107,46.171,227.5,1080,Yes
1108,46.213,134.3,1080,Yes
1109,46.255,26.6,1080,Yes
1110,46.296,11.4,1080,Yes
1111,46.338,13.8,1080,Yes
1112,46.380,93.0,1080,Yes
1113,46.421,217.5,1080,Yes
1114,46.463,272.3,1080,Yes
1115,46.505,227.1,1080,Yes
1116,46.546,130.1,1080,Yes
1117,46.588,26.6,1080,Yes
1118,46.630,18.2,1080,Yes
1119,46.672,10.8,1080,Yes
1120,46.713,58.7,1080,Yes
1121,46.755,136.3,1080,Yes
1122,46.797,216.6,1080,Yes
1123,46.838,253.3,1080,Yes
1124,46.880,172.5,1080,Yes
1125,46.922,39.8,1080,Yes
1126,46.964,38.4,1080,Yes
1127,47.005,47.4,1080,Yes
1128,47.047,35.5,1080,Yes
1129,47.089,160.6,1080,Yes
1130,47.130,215.0,1080,Yes
1131,47.172,229.8,1080,Yes
1132,47.214,175.8,1080,Yes
1133,47.256,44.1,1080,Yes
1134,47.297,11.4,1080,Yes
1135,47.339,17.3,1080,Yes
1136,47.381,41.8,1080,Yes
1137,47.422,97.2,1080,Yes
1138,47.464,222.6,1080,Yes
1139,47.506,270.3,1080,Yes
1140,47.547,263.3,1080,Yes
1141,47.589,197.5,1080,Yes
1142,47.631,59.6,1080,Yes
1143,47.673,12.4,1080,Yes
1144,47.714,47.6,1080,Yes
1145,47.756,115.5,1080,Yes
1146,47.798,212.1,1080,Yes
1147,47.839,331.6,1080,Yes
1148,47.881,278.1,1080,Yes
1149,47.923,170.2,1080,Yes
1150,47.965,55.7,1080,Yes
1151,48.006,0.7,1080,Yes
1152,48.048,17.5,1080,Yes
1153,48.090,87.7,1080,Yes
1154,48.131,149.6,1080,Yes
1155,48.173,269.1,1080,Yes
1156,48.215,300.3,1080,Yes
1157,48.257,238.4,1080,Yes
1158,48.298,93.4,1080,Yes
1159,48.340,16.7,1080,Yes
1160,48.382,0.2,1080,Yes
1161,48.423,67.3,1080,Yes
1162,48.465,290.3,1080,Yes
1163,48.507,266.2,1080,Yes
1164,48.548,295.9,1080,Yes
1165,48.590,236.9,1080,Yes
1166,48.632,109.6,1080,Yes
1167,48.674,13.2,1080,Yes
1168,48.715,11.2,1080,Yes
1169,48.757,14.4,1080,Yes
1170,48.799,89.7,1080,Yes
1171,48.840,185.3,1080,Yes
1172,48.882,266.1,1080,Yes
1173,48.924,239.9,1080,Yes
1174,48.966,271.6,1080,Yes
1175,49.007,42.7,1080,Yes
1176,49.049,17.9,1080,Yes
1177,49.091,0.3,1080,Yes
1178,49.132,196.5,1080,Yes
1179,49.174,198.9,1080,Yes
1180,49.216,274.6,1080,Yes
1181,49.258,251.1,1080,Yes
1182,49.299,150.6,1080,Yes
1183,49.341,32.4,1080,Yes
1184,49.383,10.2,1080,Yes
1185,49.424,1.5,1080,Yes
1186,49.466,74.1,1080,Yes
1187,49.508,144.6,1080,Yes
1188,49.549,250.8,1080,Yes
1189,49.591,285.6,1080,Yes
1190,49.633,240.0,1080,Yes
1191,49.675,300.3,1080,Yes
1192,49.716,40.5,1080,Yes
1193,49.758,4.0,1080,Yes
1194,49.800,70.7,1080,Yes
1195,49.841,137.1,1080,Yes
1196,49.883,264.4,1080,Yes
1197,49.925,286.0,1080,Yes
1198,49.967,227.4,1080,Yes
1199,50.008,134.6,1080,Yes
1200,50.050,35.9,1080,Yes
1201,50.092,2.1,1080,Yes
1202,50.133,21.4,1080,Yes
1203,50.175,96.1,1080,Yes
1204,50.217,182.3,1080,Yes
1205,50.259,268.0,1080,Yes
1206,50.300,264.7,1080,Yes
1207,50.342,165.1,1080,Yes
